2023-05-07T19:15:53.804738+0300 INFO Success parsing product "Med Expert  / Маски одноразовые медицинские чёрные - 50 шт" in category "Маски защитные", progress: "0" of 20
2023-05-07T19:19:01.626773+0300 INFO Success parsing product "NO NAME  / Наполнитель комкующийся Nо NAME, 15 кг" in category "Лотки и наполнители", progress: "14" of 20
2023-05-07T19:19:04.256915+0300 INFO Success parsing product "FreshClaw  / Наполнитель для кошачьего туалета комкующийся тофу, 10л" in category "Лотки и наполнители", progress: "15" of 20
2023-05-07T19:19:06.396712+0300 ERROR Error parsing product "PURECO  / Наполнитель древесный впитывающий для кошачьего туалета", "https://www.wildberries.ru/catalog/39049554/detail.aspx" in category "Лотки и наполнители": invalid literal for int() with base 10: ''
2023-05-07T19:19:08.356277+0300 INFO Success parsing product "FUJICAT  / Наполнитель для кошачьего туалета и лотков комкующийся 10 кг" in category "Лотки и наполнители", progress: "17" of 20
2023-05-07T19:19:10.935658+0300 INFO Success parsing product "Premium cats  / Наполнитель для кошек комкующийся бентонитовый 24 л (10 кг)" in category "Лотки и наполнители", progress: "18" of 20
2023-05-07T19:19:12.907295+0300 INFO Success parsing product "ПЕЛИГРИН  / Пеленки одноразовые впитывающие 60х40 30 шт" in category "Лотки и наполнители", progress: "19" of 20
2023-05-07T19:19:14.919131+0300 INFO Success parsing product "Manzhova Jewelry  / Четки серебряные 925 мусульманские Кубачи" in category "Четки", progress: "0" of 20
2023-05-07T19:19:16.368583+0300 INFO Success parsing product "Murat Silver  / серебро четки серебряные четки мусульманские тасбих" in category "Четки", progress: "1" of 20
2023-05-07T19:19:18.448455+0300 INFO Success parsing product "SilverOk  / Четки мусульманские серебряные "Кубачи"" in category "Четки", progress: "2" of 20
2023-05-07T19:19:20.505150+0300 INFO Success parsing product "Фабрика-Ф  / Мусульманские четки из авантюрина" in category "Четки", progress: "3" of 20
2023-05-07T19:19:22.173645+0300 INFO Success parsing product "Братья  / Православные чётки из серебра с молитвой на кресте" in category "Четки", progress: "4" of 20
2023-05-07T19:19:23.839942+0300 INFO Success parsing product "ЛЕПТА  / Ювелирные четки" in category "Четки", progress: "5" of 20
2023-05-07T19:19:26.221393+0300 INFO Success parsing product "SilverOk  / Четки мусульманские серебряные "Кубачи"" in category "Четки", progress: "6" of 20
2023-05-07T19:19:28.592644+0300 INFO Success parsing product "SilverOk  / Четки мусульманские серебряные "Кубачи"" in category "Четки", progress: "7" of 20
2023-05-07T19:19:30.533029+0300 INFO Success parsing product "Фабрика-Ф  / Мусульманские четки" in category "Четки", progress: "8" of 20
2023-05-07T19:19:32.736227+0300 INFO Success parsing product "Умма  / Ювелирные четки" in category "Четки", progress: "9" of 20
2023-05-07T19:19:34.157518+0300 INFO Success parsing product "Умма  / Ювелирные четки" in category "Четки", progress: "10" of 20
2023-05-07T19:19:35.950838+0300 INFO Success parsing product "Manzhova Jewelry  / Серебряные мусульманские четки 925 Кубачи тасбих" in category "Четки", progress: "11" of 20
2023-05-07T19:19:38.010791+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/156310592/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:39.459676+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/156310594/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:41.151636+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/156310593/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:42.526455+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/158988196/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:44.199319+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/158988191/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:45.936181+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/158988197/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:47.407997+0300 ERROR Error parsing product "Фабрика-Ф  / Мусульманские четки", "https://www.wildberries.ru/catalog/158988198/detail.aspx" in category "Четки": invalid literal for int() with base 10: ''
2023-05-07T19:19:49.184416+0300 INFO Success parsing product "Фабрика-Ф  / Мусульманские четки из синего авантюрина" in category "Четки", progress: "19" of 20
2023-05-07T19:19:50.992724+0300 INFO Success parsing product "Defender  / Игровое кресло, газлифт высший класс 4, подножка, подушки" in category "Мебель для геймеров", progress: "0" of 20
2023-05-07T19:19:52.672371+0300 INFO Success parsing product "Zombie  / Игровое компьютерное кресло, ткань и экокожа, THUNDER 1" in category "Мебель для геймеров", progress: "1" of 20
2023-05-07T19:19:54.413990+0300 INFO Success parsing product "GLHF  / Игровое компьютерное кресло 2X" in category "Мебель для геймеров", progress: "2" of 20
2023-05-07T19:19:56.794369+0300 INFO Success parsing product "Defender  / Игровое кресло компьютерное Master, 2 подушки" in category "Мебель для геймеров", progress: "3" of 20
2023-05-07T19:20:02.051183+0300 INFO Success parsing product "Zombie  / Игровое компьютерное кресло, обивка ткань, NEO GREY" in category "Мебель для геймеров", progress: "4" of 20
2023-05-07T19:20:06.502979+0300 INFO Success parsing product "INGLIN  / Кресло игровое" in category "Мебель для геймеров", progress: "5" of 20
2023-05-07T19:20:08.816797+0300 ERROR Error parsing product "INGLIN  / Игровое кресло", "https://www.wildberries.ru/catalog/41005024/detail.aspx" in category "Мебель для геймеров": invalid literal for int() with base 10: ''
2023-05-07T19:20:11.580272+0300 INFO Success parsing product "Stullio  / Игровое компьютерное кресло" in category "Мебель для геймеров", progress: "7" of 20
2023-05-07T19:20:13.289313+0300 INFO Success parsing product "INGLIN  / Игровое кресло" in category "Мебель для геймеров", progress: "8" of 20
2023-05-07T19:20:15.138493+0300 INFO Success parsing product "Zombie  / Игровое компьютерное кресло, обивка из экокожи, FORMULA" in category "Мебель для геймеров", progress: "9" of 20
2023-05-07T19:20:17.394516+0300 INFO Success parsing product "INGLIN  / Игровое кресло" in category "Мебель для геймеров", progress: "10" of 20
2023-05-07T19:20:19.594577+0300 INFO Success parsing product "СЕРВИО  / Геймерское компьютерное кресло" in category "Мебель для геймеров", progress: "11" of 20
2023-05-07T19:20:21.248727+0300 INFO Success parsing product "СЕРВИО  / Игровое компьютерное кресло" in category "Мебель для геймеров", progress: "12" of 20
2023-05-07T19:20:23.218840+0300 ERROR Error parsing product "Бюрократ  / Кресло игровое", "https://www.wildberries.ru/catalog/82461298/detail.aspx" in category "Мебель для геймеров": invalid literal for int() with base 10: ''
2023-05-07T19:20:25.047055+0300 INFO Success parsing product "INGLIN  / Игровое кресло" in category "Мебель для геймеров", progress: "14" of 20
2023-05-07T19:20:27.473954+0300 INFO Success parsing product "СЕРВИО  / Геймерское компьютерное кресло" in category "Мебель для геймеров", progress: "15" of 20
2023-05-07T19:20:28.918793+0300 ERROR Error parsing product "INGLIN  / Компьютерное кресло", "https://www.wildberries.ru/catalog/123269869/detail.aspx" in category "Мебель для геймеров": invalid literal for int() with base 10: ''
2023-05-07T19:20:30.932358+0300 INFO Success parsing product "INGLIN  / Кресло компьютерное" in category "Мебель для геймеров", progress: "17" of 20
2023-05-07T19:20:32.657665+0300 INFO Success parsing product "INGLIN  / Кресло игровое" in category "Мебель для геймеров", progress: "18" of 20
2023-05-07T19:20:35.070622+0300 INFO Success parsing product "Stullio  / Игровое компьютерное кресло" in category "Мебель для геймеров", progress: "19" of 20
2023-05-07T19:20:36.392002+0300 INFO Success parsing product "VGT  / Клей пва столярный, клей для мебели, клей для дерева, 1кг" in category "Офисные принадлежности", progress: "0" of 20
2023-05-07T19:20:38.831257+0300 INFO Success parsing product "RTLINE  / Секундный клей 20 гр - 10 шт" in category "Офисные принадлежности", progress: "1" of 20
2023-05-07T19:20:41.397191+0300 INFO Success parsing product "Zarmans  / Двусторонний скотч многоразовая клейкая лента прозрачная 3м" in category "Офисные принадлежности", progress: "2" of 20
2023-05-07T19:20:43.774595+0300 INFO Success parsing product "CASIO  / Калькулятор инженерный FX-82ESPLUS, 252 функции" in category "Офисные принадлежности", progress: "3" of 20
2023-05-07T19:20:46.261539+0300 INFO Success parsing product "Фрегат  / Клейкая лента" in category "Офисные принадлежности", progress: "4" of 20
2023-05-07T19:20:47.925877+0300 ERROR Error parsing product "wildberries  / Световая вывеска для ПВЗ", "https://www.wildberries.ru/catalog/103664134/detail.aspx" in category "Офисные принадлежности": 'NoneType' object has no attribute 'text'
2023-05-07T19:20:50.334535+0300 INFO Success parsing product "Brauberg  / Пленки для ламинирования А4 100 шт" in category "Офисные принадлежности", progress: "6" of 20
2023-05-07T19:20:52.836415+0300 INFO Success parsing product "Smart Folder  / Папка для документов семейная кожаная А4" in category "Офисные принадлежности", progress: "7" of 20
2023-05-07T19:20:54.632758+0300 ERROR Error parsing product "Office Kit  / Резак сабельный для бумаги Trim A4D", "https://www.wildberries.ru/catalog/159592345/detail.aspx" in category "Офисные принадлежности": invalid literal for int() with base 10: ''
2023-05-07T19:20:56.345045+0300 INFO Success parsing product "DOMOTERIA  / Органайзер для канцелярии и документов" in category "Офисные принадлежности", progress: "9" of 20
2023-05-07T19:20:59.064415+0300 INFO Success parsing product "Smart Docs  / Папка для хранения семейных документов" in category "Офисные принадлежности", progress: "10" of 20
2023-05-07T19:21:01.571033+0300 INFO Success parsing product "Ronomo  / Клейкая двусторонняя многоразовая прозрачная лента 5 метра" in category "Офисные принадлежности", progress: "11" of 20
2023-05-07T19:21:03.275069+0300 INFO Success parsing product "hoz-empire  / Лоток для бумаг горизонтальный металлический" in category "Офисные принадлежности", progress: "12" of 20
2023-05-07T19:21:10.012548+0300 INFO Success parsing product "Оранжевое яблоко  / Двухсторонний скотч прозрачный лента" in category "Офисные принадлежности", progress: "13" of 20
2023-05-07T19:21:12.450752+0300 ERROR Error parsing product "wildberries  / Световая вывеска для ПВЗ", "https://www.wildberries.ru/catalog/103664342/detail.aspx" in category "Офисные принадлежности": 'NoneType' object has no attribute 'text'
2023-05-07T19:21:14.532408+0300 INFO Success parsing product "hoz-empire  / Лоток для бумаг горизонтальный металлический А4" in category "Офисные принадлежности", progress: "15" of 20
2023-05-07T19:21:16.861744+0300 INFO Success parsing product "Smart Docs  / Папка для хранения семейных документов" in category "Офисные принадлежности", progress: "16" of 20
2023-05-07T19:21:18.909455+0300 INFO Success parsing product "Happyko  / Органайзер для рабочего стола Подставка канцелярская Подстав…" in category "Офисные принадлежности", progress: "17" of 20
2023-05-07T19:21:20.866841+0300 ERROR Error parsing product "OOO CONSUL  / Файл-вкладыш Мультифора Плотность 30МКМ", "https://www.wildberries.ru/catalog/34634471/detail.aspx" in category "Офисные принадлежности": invalid literal for int() with base 10: ''
2023-05-07T19:21:22.808155+0300 INFO Success parsing product "TEAM PROFI  / скотч прозрачный не двухсторонний, клейкая лента,канцелярия…" in category "Офисные принадлежности", progress: "19" of 20
2023-05-07T19:21:25.954020+0300 ERROR Error parsing product "MarinChick  / Шорты джинсовые", "https://www.wildberries.ru/catalog/155808503/detail.aspx" in category "Для высоких": invalid literal for int() with base 10: ''
2023-05-07T19:21:29.617920+0300 INFO Success parsing product "KURCH  / Шорты джинсовые летние классические" in category "Для высоких", progress: "1" of 20
2023-05-07T19:21:33.690712+0300 INFO Success parsing product "UZcotton  / Футболка хлопок однотонная" in category "Для высоких", progress: "2" of 20
2023-05-07T19:21:36.588276+0300 INFO Success parsing product "Barouz Jeans  / Брюки джоггеры мужские спортивные штаны карго весна" in category "Для высоких", progress: "3" of 20
2023-05-07T19:21:39.397340+0300 INFO Success parsing product "BroStyles  / Брюки мужские джоггеры спортивные штаны карго на резинке" in category "Для высоких", progress: "4" of 20
2023-05-07T19:21:41.786848+0300 ERROR Error parsing product "Ticle  / Футболка мужская оверсайз", "https://www.wildberries.ru/catalog/26299102/detail.aspx" in category "Для высоких": invalid literal for int() with base 10: ''
2023-05-07T19:21:44.055172+0300 INFO Success parsing product "XONAS  / лонгслив женский мужской оверсайз с принтом y2k jdm" in category "Для высоких", progress: "6" of 20
2023-05-07T19:21:46.580898+0300 INFO Success parsing product "Rest  / Футболка Медведь 3d" in category "Для высоких", progress: "7" of 20
2023-05-07T19:21:49.038636+0300 ERROR Error parsing product "ROMANO MARRO  / Футболка поло с коротким рукавом", "https://www.wildberries.ru/catalog/12440078/detail.aspx" in category "Для высоких": invalid literal for int() with base 10: ''
2023-05-07T19:21:51.885002+0300 INFO Success parsing product "BroStyles  / Брюки мужские классические весенние офис" in category "Для высоких", progress: "9" of 20
2023-05-07T19:21:54.407209+0300 INFO Success parsing product "CASTRIES.store  / Шорты джинсовые летние" in category "Для высоких", progress: "10" of 20
2023-05-07T19:21:56.730067+0300 INFO Success parsing product "ТЕЛОДВИЖЕНИЯ  / Худи оверсайз мужское с капюшоном толстовка теплая с начесом" in category "Для высоких", progress: "11" of 20
2023-05-07T19:21:59.679398+0300 INFO Success parsing product "DreamFit  / Брюки спортивные повседневные" in category "Для высоких", progress: "12" of 20
2023-05-07T19:22:01.982854+0300 ERROR Error parsing product "Ticle  / Футболка мужская оверсайз", "https://www.wildberries.ru/catalog/26298238/detail.aspx" in category "Для высоких": invalid literal for int() with base 10: ''
2023-05-07T19:22:04.021331+0300 INFO Success parsing product "Black Dragon  / Футболка мужская оверсайз хлопок" in category "Для высоких", progress: "14" of 20
2023-05-07T19:22:05.901269+0300 INFO Success parsing product "Tishka  / Футболка с котом котиком мем" in category "Для высоких", progress: "15" of 20
2023-05-07T19:22:08.113231+0300 INFO Success parsing product "XONAS  / Зипка Зип худи на молнии худи с принтом" in category "Для высоких", progress: "16" of 20
2023-05-07T19:22:13.775521+0300 INFO Success parsing product "Нити-Нити  / Футболка оверсайз базовая" in category "Для высоких", progress: "17" of 20
2023-05-07T19:22:16.927328+0300 INFO Success parsing product "UZcotton  / Футболка хлопок однотонная" in category "Для высоких", progress: "18" of 20
2023-05-07T19:22:19.194132+0300 INFO Success parsing product "Armed Forces  / Куртка демисезонная ветровка" in category "Для высоких", progress: "19" of 20
2023-05-07T19:22:21.167134+0300 INFO Success parsing product "Fleur Alpine  / Печенье ЯБЛОЧНО-АПЕЛЬСИНОВЫЙ МАРМЕЛАД для всей семьи,150 г" in category "Детское питание", progress: "0" of 20
2023-05-07T19:22:23.301053+0300 INFO Success parsing product "Nutrilon  / Сухая молочная смесь Пепти Аллергия с 0 мес, 800 гр" in category "Детское питание", progress: "1" of 20
2023-05-07T19:22:25.672508+0300 INFO Success parsing product "Nutrilon  / Молочная смесь Premium 1 с рождения, 1200г" in category "Детское питание", progress: "2" of 20
2023-05-07T19:22:27.412115+0300 INFO Success parsing product "Nutrilon  / Сухая молочная смесь Комфорт 1 с рождения, 900 гр" in category "Детское питание", progress: "3" of 20
2023-05-07T19:22:29.972723+0300 INFO Success parsing product "Nutrilon  / Молочная смесь Premium 2 с 6 мес. 1200г" in category "Детское питание", progress: "4" of 20
2023-05-07T19:22:31.630790+0300 ERROR Error parsing product "NESTOGEN  / Нестожен 2 с пребиотиками, для детей с 6 мес. 1050г", "https://www.wildberries.ru/catalog/83767212/detail.aspx" in category "Детское питание": 'NoneType' object has no attribute 'text'
2023-05-07T19:22:33.603697+0300 INFO Success parsing product "Nutrilon  / Молочная смесь Комфорт 2 для детей с 6 мес, 800 гр" in category "Детское питание", progress: "6" of 20
2023-05-07T19:22:35.943919+0300 INFO Success parsing product "Nutrilon  / Сухая молочная смесь Пепти Гастро с рождения, 800 г" in category "Детское питание", progress: "7" of 20
2023-05-07T19:22:37.549785+0300 ERROR Error parsing product "NESTOGEN  / 1 смесь для регулярного мягкого стула с 0мес 1050 г", "https://www.wildberries.ru/catalog/83768091/detail.aspx" in category "Детское питание": 'NoneType' object has no attribute 'text'
2023-05-07T19:22:39.977146+0300 INFO Success parsing product "Сады Придонья  / Сок яблоко прямого отжима 0.2л, (27шт)" in category "Детское питание", progress: "9" of 20
